Symbol	Description
PFAND03	FTSE Pfandbrief Price In
PFAND05	FTSE Pfandbrief Price In
PFAND07	FTSE Pfandbrief Price In
PFAND10	FTSE Pfandbrief Price In
PFAND30	FTSE Pfandbrief Price In
PFC	Petrofac Limited
PFD	Premier Foods Plc
PFEN	ETFS Hedged Commodity Securities Limited
PFG	Provident Financial Plc
PFG7	Provident Financial Plc
PFL	Premier Farnell Plc
PFLB	Premier Farnell Plc
PFP	Pathfinder Minerals Plc
PFP1	Places For People Capita
PFP5	Places For People Capita
PFZ	Pfizer Incorporated
PGD	Patagonia Gold Plc
PGH	Personal Group Holdings Plc
PGOO	Proven Growth & Income Vct Plc
PGY	Progility Plc
PHAG	ETFS Metal Securities Ld
PHAU	ETFS Metal Securities Limited
PHC	Plant Health Care Plc
PHD	Proactis Holdings Plc
PHE	Powerhouse Energy Group Plc
PHGP	ETFS Metal Securities Ld
PHI	Pacific Horizon Investment Trust Plc
PHNX	Phoenix Group Holdings
PHO	Peel Hotels Plc
PHOR	Ojsc Phosagro
PHP	Primary Health Properties Plc
PHP1	Primary Health Propertie
PHPD	ETFS Metal Securities Ld
PHPM	ETFS Metal Securities Ld
PHPP	ETFS Metal Securities Ld
PHPT	ETFS Metal Securities Ld
PHSC	Phsc Plc
PHSP	ETFS Metal Securities Ld
PHST	Ojsc Pharmstandard
PHTM	Photo-Me International Plc
PIER	Brighton Pier Group Plc (The)
PIK	Pik Group
PIL	Produce Investments Plc
PILR	Pacific Industrial & Logistics REIT Plc
PIM	Plant Impact Plc
PIMT	ETFS Hedged Commodity Securities Limited
PIN	Pantheon International Participations Pl
PINN	Pinnacle Technology Group Plc
PINR	Pantheon International Participations Pl
PIP	Pipehawk Plc
PIRI	Pires Investments Plc
PJF	Prospect Japan Fund Ld
PKG	Park Group Plc
PLA	Plastics Capital Plc
PLAZ	Plaza Centers N.V.
PLI	Perpetual Income and Growth Investment T
PLMO	Polemos Plc
PLND	Poundland Group Plc
PLP	Polypipe Group Plc
PLTM	ETFS Commodity Securities Limited
PLUS	Plus500 Ltd
PMEA	Pme African Infrastructure Opportunities
PMG	Parkmead Group [The] Plc
PML	Papua Mining Plc
PMO	Premier Oil Plc
PMO1	Premier Oil Plc
PMP	Portmeirion Group Plc
PMR	Panmure Gordon & Co. Plc
PNA	Penna Consulting Plc
PNGA	ETFS Hedged Commodity Securities Limited
PNL	Personal Assets Trust Plc
PNN	Pennon Group Plc
PNS	Panther Securities Plc
POB	Nationwide Building Society
POBA	Nationwide Building Society
POG	Petropavlovsk Plc
POL	Polo Resources Limited
POLR	Polar Capital Holdings Plc
POLY	Polymetal International Plc
POS	Plexus Holdings Plc
POWR	Powerflute Oyj
PPB	Paddy Power Betfair Plc
PPC	President Petroleum Company Plc
PPG	Plutus Powergen Plc
PPH	Pphe Hotel Group Limited
PPIX	Prophotonix Limited
PPMT	ETFS Hedged Commodity Securities Limited
PPS	Proton Power Systems Plc
PREC	UBS Ag
PREM	Premier African Minerals
PRES	Pressure Technologies Plc
PRM	Proteome Sciences Plc
PROG	Pro Global Insurance Sol
PROJ	Project Finance Investments Ltd
PROX	Proxama Plc
PRP	Prime People Plc
PRS	Paternoster Resources Plc
PRSM	Blue Prism Group Plc
PRTC	Puretech Health Plc
PRU	Prudential Plc
PRUD	Prudential Plc
PRV	Porvair Plc
PSBW	Powershares Glbal Funds Ireland Plc Powershares
PSDL	Phoenix Spree Deutschlan
PSES	Powershares Glbal Funds Ireland Plc
PSGA	Powershares Glbal Funds Ireland Plc
PSHO	Powershares Glbal Funds Ireland Plc
PSL	Photonstar Led Group Plc
PSN	Persimmon Plc
PSON	Pearson Plc
PSPI	Public Service Properties Investments Li
PSRE	Powershares Glbal Funds Ireland Plc
PSRF	Powershares Glbal Funds Ireland Plc
PSRM	Powershares Glbal Funds Ireland Plc
PSRU	Powershares Glbal Funds Ireland Plc
PSRW	Powershares Glbal Funds Ireland Plc
PSSP	Powershares Glbal Funds Ireland Plc
PSVR	ETFS Hedged Commodity Securities Limited
PSWC	Powershares Glbal Funds Ireland Plc
PTCM	Porta Communications Plc
PTD	Pittards Plc
PTEC	Playtech Limited
PTF	Phaunos Timber Fund Limited
PTGOV01	FTSE Portugal Government
PTO	Publishing Technology Plc
PTR	Petroneft Resources Plc
PTSG	Premier Technical Servic
PTY	Parity Group Plc
PUB	Punch Taverns Plc
PURE	Purecircle Limited
PURI	Puricore Plc
PURP	Purplebricks Group Plc
PUS3	ETFS Foreign Exchange Li
PUS5	ETFS Foreign Exchange Limited
PVCS	Pv Crystalox Solar Plc
PVG	Premier Veterinary Group
PVN	Proven Vct Plc
PWS	Pinewood Shepperton Plc
PXOG	Prospex Oil and Gas Plc
PXS	Provexis Plc
PYC	Physiomics Plc
PZC	Pz Cussons Plc
QDII1	Ftse/Xinhua Hong Kong In
QDII2	Ftse/Xinhua Hong Kong In
QDIV	Ishares II Plc
QFI	Quadrise Fuels International Plc
QIF	Qatar Investment Fund Plc
QP	Quantum Pharma
QQ	qinetiq group ord gbp0
QQQ3	Boost Issuer Public Limi
QQQS	Boost Issuer Public Limi
QRT	Quarto Group Incorporated
QTX	Quartix Holdings Plc
QUID	Pimco Fixed Income Source ETFS Plc
QXT	Quixant Plc
R0UK	FTSE E/N Deexukcap
R1CPF	Russell 1000 Comprehensive Factor Index
R1LB	Russell 1000 Low Beta Equal Weight Index
R1MFF	Russell 1000 Momentum Focused Factor Ind
R1MFFR	Russell 1000 Momentum Focused Factor Net
R1VFF	Russell 1000 Low Volatility Focused Fact
R1VFFR	Russell 1000 Low Volatility Focused Fact
R1YFF	Russell 1000 Yield Focused Factor Index
R1YFFR	Russell 1000 Yield Focused Factor Net Ta
R2SC	SSGA SPDR ETFS Europe II
R2US	SSGA SPDR ETFS Europe II
R3TM	SSGA SPDR ETFS Europe II
R4E	Reach4Entertainment Ente
RAME	Rame Energy Plc
RAT	Rathbone Brothers Plc
RB	Reckitt Benckiser
RB51	Royal Bank of Scotland P
RB81	Royal Bank of Scotland P
RBD	Reabold Resources Plc
RBG	Revolution Bars Group Pl
RBLI	Royal Bank of Scotland Plc
RBN	Robinson Plc
RBPI	Royal Bank of Scotland Plc
RBPX	Royal Bank of Scotland Plc
RBRP	Royal Bank of Scotland Plc
RBS	Royal Bank of Scotland Group Plc
RC2	Reconstruction Capital I
RCDO	Ricardo Plc
RCHA	Rothschilds Continuation Finance [C.I.]
RCI	Rapidcloud International
RCN	Redcentric Plc
RCP	Rit Capital Partners Plc
RDI	Redefine International P.L.C.
RDL	Ranger Direct Lending Fu
RDSA	Royal Dutch Shell Plc
RDSB	Royal Dutch Shell Plc
RDT	Rosslyn Data Technologie
RDW	Redrow Plc
RDXS	Source Markets Public Limited Company
RE	R.e.a. Holdings
RE.B	R.E.A. Holdings Plc
REAC	React Energy Plc
REAT	React Group Plc
REC	Record Plc
RECI	Real Estate Credit Investments Pcc Limit
RECP	Real Estate Credit Investments Pcc Limit
RED	Redt Energy Plc
REDD	Redde Plc
REDT	Red24 Plc
REDX	Redx Pharma Plc
REL	Reed Elsevier Plc
REM	Rare Earth Minerals Plc
RENE	Reneuron Group Plc
REVO	Revolymer Plc
REX	Rexam Plc
RGD	The Real Good Food Company Plc
RGL	Regional REIT Limited
RGM	Regency Mines Plc
RGP	Ross Group Plc
RGU	Regus Plc
RHL	Redhall Group Plc
RIC	Richoux Group Plc
RICA	Ruffer Investment Company Ltd
RICO	Ricoh Co Ltd
RIFS	Reliance Infrastructure
RIGD	Reliance Industries Limi
RIIC	Rights & Issues Investment Trust Plc
RIII	Rights & Issues Investment Trust Plc
RIO	Rio Tinto Plc
RIOB	FTSE Russia Iob Index
RIOL	Lyxor International Asse
RIOU	Lyxor International Asse
RIV	River and Mercantile Gro
RKH	Rockhopper Exploration Plc
RKMD	Ojsc Rostelecom
RLD	Richland Resources Ltd
RLE	Real Estate Investors Plc
RLH	Red Leopard Holdings Plc
RM	RM Plc
RM2	Rm2 International S.A.
RM38	Royal Bank of Scotland P
RMA	Rasmala Plc
RMG	Royal Mail Plc
RMM	Rambler Metals & Mining Plc
RMMC	River and Mercantile UK
RMP	Red Emperor Resources NL
RMV	Rightmove Plc
RNK	Rank Group Plc
RNO	Renold Plc
RNWH	Renew Holdings Plc
RNXGUS	FTSE  Epra/Nareit Global
ROBE	Go Ucits ETF Solutions P
ROBG	Go Ucits ETF Solutions P
ROBO	Go Ucits ETF Solutions P
ROL	Rotala Plc
ROR	Rotork Plc
ROSE	Rose Petroleum Plc
ROSN	Ojsc Oc Rosneft
RPC	RPC Group Plc
RPO	Ruspetro Plc
RPS	Rps Group Plc
RPT	Regal Petroleum Plc
RQFI	DB X-Trackers
RQIH	Randall & Quilter Investment Holdings Pl
RR	Rolls Royce Group
RRE	Rockrose Energy Plc
RRL	Range Resources Limited
RRR	Red Rock Resources Plc
RRS	Randgold Resources Ld
RS2U	Amundi ETF
RS68	Royal Bank of Scotland P
RS72	Royal Bank of Scotland P
RS82	Royal Bank of Scotland P
RS98	Royal Bank of Scotland P
RSA	Rsa Insurance Group Plc
RSAB	Rsa Insurance Group Plc
RSE	Riverstone Energy Limite
RSGL	Lyxor International Asse
RSS	Rab Special Situations Company Limited
RST	Restore Plc
RSTR	Rightster Group Plc
RSW	Renishaw Plc
RT26	Royal Bank of Scotland P
RT40	Royal Bank of Scotland P
RT82	Royal Bank of Scotland P
RTC	Rtc Group Plc
RTN	Restaurant Group Plc
RTO	Rentokil Initial Plc
RTWO	Etfx Fund Company Plc
RTWP	Etfx Fund Company Plc
RTYS	Source Markets Public Limited Company
RU13	Royal Bank of Scotland P
RU2K	Lyxor International Asse
RUR	Rurelec Plc
RUS	Raven Russia Ltd
RUSG	Lyxor International Asse
RUSL	Lyxor International Asse
RUSP	Raven Russia Ltd
RUSU	Lyxor International Asse
RUSV	Lyxor International Asse
RUSW	Raven Russia Ltd
RWA	Robert Walters Plc
RWS	Rws Holdings Plc
RXB	Rex Bionics Plc
RXP	Roxi Petroleum Plc
RYA	Ryanair Holdings Plc
S100	Source Markets Public Li
S250	Source Markets Public Li
S32	South32 Limited
S400	Source Markets Public Li
S600	Source Markets Public Li
S6EW	Ossiam Lux
S7XP	Source Markets Public Li
SAA	M&C Saatchi Plc
SAAA	Ishares Vi Plc (The Comp
SAB	Sabmiller Plc
SAC	Sacoil Holdings Limited
SAD	ETFS Foreign Exchange Limited
SAF	Safeland Plc
SAFE	Safestore Holdings Plc
SAG	Sagentia Group Plc
SAGA	Saga Plc
SAGR	ETFS Commodity Securities Limited
SAL	Spaceandpeople Plc
SALL	ETFS Commodity Securities Limited
SALU	ETFS Commodity Securities Limited
SALV	Salvarx Group Plc
SAN	Santander UK Plc
SANB	Santander UK Plc
SAP3	ETFS Foreign Exchange Li
SAPO	South African Property Opportunities Plc
SAR	Sareum Holdings Plc
SAT	Satellite Solutions Worl
SAU3	ETFS Foreign Exchange Li
SAUP	ETFS Foreign Exchange Limited
SAUS	Ishares III Plc
SAV	Savannah Resources Plc
SBEG	UBS ETF
SBEM	UBS ETF
SBER	Sberbank of Russia
SBID	State Bank of India
SBIO	Source Markets Public Li
SBLM	Sable Mining Africa Ld
SBRT	ETFS Commodity Securities Limited
SBRY	Sainsbury [J] Plc
SBS	Source Bioscience Plc
SBSB	Skipton Building Society
SBUL	ETFS Commodity Securities Limited
SBUY	Powershares Glbal Funds
SCAD	ETFS Foreign Exchange Limited
SCAM	Scottish American Investment Co. Plc
SCDN	FTSE Developed Small Cap
SCDNCH	FTSE Small Cap Net Chf I
SCDNEU	FTSE Small Cap Net EUR I
SCDNUK	FTSE Small Cap Net Gbp I
SCDP	ETFS Foreign Exchange Limited
SCE	Surface Transforms Plc
SCF	Schroder Income Growth Fund Plc
SCFE	ETFS Commodity Securities Limited
SCH	Safecharge International
SCHF	ETFS Foreign Exchange Limited
SCHO	Scholium Group Plc
SCHP	ETFS Foreign Exchange Limited
SCIN	Scottish Investment Trust Plc
SCL	Schlumberger Ld
SCLP	Scancell Holdings Plc
SCNY	ETFS Foreign Exchange Limited
SCOC	ETFS Commodity Securities Limited
SCOM	ETFS Foreign Exchange Li
SCOP	ETFS Commodity Securities Limited
SCOV	Ishares III Plc
SCP	Schroder UK Mid Cap Fund Plc
SCPA	Scapa Group Plc
SCS	Scs Group Plc
SCT	Softcat Plc
SCTO	ETFS Commodity Securities Limited
SCYP	ETFS Foreign Exchange Limited
SD12	FTSE Dev Small Cap Ex No
SD13	FTSE Dev Europe Small CA
SD22	Sga Societe Generale Acc
SD64	Sga Societe Generale Acc
SDEU	Ishares V Public Limited Company
SDHG	Ishares IV Plc
SDHY	Ishares IV Plc
SDI	Scientific Digital Imaging Plc
SDIG	Ishares IV Plc
SDL	Sdl Plc
SDM	Stadium Group Plc
SDP	Schroder Asiapacific Fund Plc
SDR	Schroders Plc
SDRC	Schroders Plc
SDU	Schroder UK Growth Fund Plc
SDV	Small Companies Dividend Trust Plc
SDVZ	Small Companies Zdp Plc
SDX	Sdx Business Systems
SDY	Speedy Hire Plc
SE15	Ishares III Plc
SE87	Sga Societe Generale Acc
SEA	Seaenergy Plc
SEAG	Ishares III Plc
SEC	Strategic Equity Capital Plc
SEDY	Ishares V Public Limited Company
SEE	Seeing Machines Limited
SEGA	Ishares III Plc
SEMA	Ishares III Plc
SEMB	Ishares II Plc
SEMH	SSGA SPDR ETFS Europe II
SEML	Ishares III Plc
SEMS	Ishares III Plc
SEN	Senterra Energy Plc
SEP	Standard Life European Private Equity TR
SEPL	Seplat Petroleum Develop
SEPU	Sepura Plc
SEQI	Sequoia Economic Infrast
SERE	Schroder European Real Estate Investment
SERV	Servelec Group Plc
SESP	Ishares V Public Limited Company
SEU3	ETFS Foreign Exchange Li
SEU5	Sg Issuer
SEUC	SSGA SPDR ETFS Europe I
SEUP	ETFS Foreign Exchange Limited
SEUR	ETFS Foreign Exchange Limited
SEV	Servision Plc
SEY	Sterling Energy Plc
SF05	Sga Societe Generale Acc
SF06	Sga Societe Generale Acc
SF47	Sga Societe Generale Acc
SF99	Sga Societe Generale Acc
SFE	Safestyle UK Plc
SFR	Severfield-Rowen Plc
SFRB	Ishares V Public Limited Company
SG05	Sga Societe Generale Acc
SG06	Sg Issuer
SG17	Sg Issuer
SG18	Sg Issuer
SG21	SOCIETE GENERALE ACCEPTANCE NV PROT ACCELTOR CERT 2/2/12 EPEZ E1 EUR0 C
SG23	SOCIETE GENERALE ACCEPTANCE NV IDX CERT 07/11/12(EUROSTOXX 50)GBP4004
SG27	SOCIETE GENERALE ACCEPTANCE NV CERT 03/01/10BEAR E1 USD0 C
SG29	SOCIETE GENERALE ACCEPTANCE NV ENH H/YLD CERT 30/07/08 BARC E1 GBX0 C
SG30	SOCIETE GENERALE ACCEPTANCE NV PROTD ACC CERT 20/03/13(WORLD TIMBER)USD
SG32	SOCIETE GENERALE ACCEPTANCE NV CERT 24/10/08 TREI E1 GBX C
SG35	SOCIETE GENERALE ACCEPTANCE NV PROT ACCLR CERT 13/6/12SX50 E1 EUR4500 C
SG41	SOCIETE GENERALE ACCEPTANCE NV CERT 5/9/08(GLOBL IDX AUTOCALL) GBP E1 C
SGAS	ETFS Commodity Securities Limited
SGB3	ETFS Foreign Exchange Li
SGB5	Sg Issuer
SGBB	ETFS Foreign Exchange Li
SGBP	ETFS Foreign Exchange Limited
SGBS	ETFS Metal Securities Ld
SGC	Stagecoach Group Plc
SGCC	Ishares III Plc
SGE	Sage Group Plc
SGEA	Ishares III Plc
SGGD	Ojsc Surgutneftegas
SGH1	Sga Societe Generale Acc
SGI	Stanley Gibbons Group Plc
SGIL	Ishares III Plc
SGLD	Source Physical Markets Plc
SGLN	Ishares Physical Metals Plc
SGLO	Ishares III Plc
SGLP	Source Physical Markets Plc
SGM	Sigma Capital Group Plc
SGP	Supergroup Plc
SGQD	Multi Units Luxembourg
SGQE	Multi Units Luxembourg
SGQL	Multi Units Luxembourg
SGQP	Multi Units Luxembourg
SGQX	Multi Units Luxembourg
SGR	Shore Capital Group Limited
SGRA	ETFS Commodity Securities Limited
SGRE	Schroder Global Real Est
SGRO	Segro Plc
SGS100	FTSE SGX Asia Shariah 10
SGVB	Lyxor Index Fund
SGVL	Lyxor Index Fund
SGZ	Scotgold Resources Limited
SHAW	Shawbrook Group Plc
SHB	Shaftesbury Plc
SHEA	ETFS Commodity Securities Limited
SHG	Shanta Gold Limited
SHI	Sig Plc
SHOE	Shoe Zone Plc
SHP	Shire Plc
SHRE	Share Plc
SHRS	Shires Income Plc
SHYG	Ishares Plc
SHYU	Ishares II Plc
SI3L	ETFS Commodity Securities Limited
SI3S	ETFS Commodity Securities Limited
SIA	Soco International Plc
SIGB	Sherborne Investors (Gue
SIGT	Seneca Global Income & G
SIHL	Symphony International Holdings Ld
SILG	UBS Ag
SIM	Simigon Ltd.
SIME	ETFS Commodity Securities Limited
SIPP	Hotel Corp.
SIR	Secure Income REIT Plc
SIS	Science In Sport Plc
SIT	Sanditon Investment Trus
SITB	Ishares V Public Limited Company
SIV	St. Ives Plc
SIXH	600 Group Plc
SJG	Schroder Japan Growth Fund Plc
SJNK	SSGA SPDR ETFS Europe I
SJP3	ETFS Foreign Exchange Li
SJP5	Sg Issuer
SJPA	Ishares III Plc
SJPN	FTSE Shariah Japan 100 Index
SJPNU	FTSE Japan 100 Shariah Index USD
SJPP	ETFS Foreign Exchange Limited
SJPY	ETFS Foreign Exchange Limited
SKG	Smurfit Kappa Group Plc
SKGB	ETFS Foreign Exchange Limited
SKMD	Sk Telecom Co Ld
SKP	Skyepharma Plc
SKS	Shanks Group Plc
SKY	British Sky Broadcasting
SL	STANDARD LIFE PLC ORD GBP0.10
SL05	Sga Societe Generale Acc
SL06	Sga Societe Generale Acc
SL15	Sga Societe Generale Acc
SL16	Sga Societe Generale Acc
SL21	Sga Societe Generale Acc
SL29	Sga Societe Generale Acc
SL35	SOCIETE GENERALE ACCEPTANCE NV CALL WTS 18/06/10(HANG SENG)HKD10000
SL36	SOCIETE GENERALE ACCEPTANCE NV CALL WTS 17/12/10(HANG SENG)HKD11000
SL37	SOCIETE GENERALE ACCEPTANCE NV PUT WTS 18/06/10(HANG SENG)HKD8000
SL38	SOCIETE GENERALE ACCEPTANCE NV PUT WTS 17/12/10(HANG SENG)HKD7000
SL46	SOCIETE GENERALE ACCEPTANCE NV CALL WTS 19/12/08 BARC E1 GBX800 C
SL47	SOCIETE GENERALE ACCEPTANCE NV PUT WTS 20/6/08 BARC E1 GBX600 C
SL52	SOCIETE GENERALE ACCEPTANCE NV CALL WTS 20/6/08 F100 E0.001 GBP6500 C
SLCT	ETFS Commodity Securities Limited
SLED	Lebanese Company For The
SLES	Standard Life Equity Income Trust Plc
SLET	Standard Life Equity Income Trust Plc
SLI	Standard Life Investments Property Incom
SLN	Silence Therapeutics Plc
SLNG	Slingsby [H.C.] Plc
SLP	Sylvania Platinum Limited
SLQJPLL2	FTSE Japan Large Cap Sup
SLQJPLL3	FTSE Japan Large Cap Sup
SLQJPLS1	FTSE Japan Large Cap Sup
SLQJPLS2	FTSE Japan Large Cap Sup
SLQJPLS3	FTSE Japan Large Cap Sup
SLQSPL2X	FTSE Spain Super Liquid
SLQSPL3X	FTSE Spain Super Liquid
SLQSPS1X	FTSE Spain Super Liquid
SLQSPS2X	FTSE Spain Super Liquid
SLQSPS3X	FTSE Spain Super Liquid
SLQUKML2	FTSE UK Mid Cap Super Li
SLQUKML3	FTSE UK Mid Cap Super Li
SLQUKML4	FTSE UK Mid Cap Super Li
SLQUKMS1	FTSE UK Mid Cap Super Li
SLQUKMS2	FTSE UK Mid Cap Super Li
SLQUKMS3	FTSE UK Mid Cap Super Li
SLQUSL2	FTSE USA Large Cap Super
SLQUSL3	FTSE USA Large Cap Super
SLQUSL4	FTSE USA Large Cap Super
SLQUSS1	FTSE USA Large Cap Super
SLQUSS2	FTSE USA Large Cap Super
SLQUSS3	FTSE USA Large Cap Super
SLS	Standard Life UK Smaller Companies Trust
SLSC	Standard Life UK Smaller Companies Trust
SLVR	ETFS Commodity Securities Limited
SLXX	Ishares Plc
SM46	Sga Societe Generale Acc
SMA	Sovereign Mines of Africa Plc
SMDS	Smith [Ds] Plc
SMEA	Ishares III Plc
SMIF	Twentyfour Select Monthl
SMIN	Smiths Group Plc
SMJ	Smart [J.] & Co. [Contractors] Plc
SML	Strategic Minerals Plc
SMN1	Shariah Multinationals 1
SMP	St.Modwen Properties Plc
SMP1	St.Modwen Properties Plc
SMRG	Amundi ETF
SMRU	Amundi ETF
SMS	Smart Metering Systems Plc
SMSD	Samsung Electronics Co L
SMSN	Samsung Electronics Co L
SMT	Scottish Mortgage Investment Trust Plc
SMTC	Lyxor Index Fund
SMTG	Summit Germany Limited
SMWH	Wh Smith Plc
SMX	FTSE Smallcap
SMXX	FTSE Smallcap [Exit]
SN	Smith & Nephew
SNAK	Snacktime Plc
SND	Sanderson Group Plc
SNG	Synairgen Plc
SNGA	ETFS Commodity Securities Limited
SNGR	Societatea Nationala De
SNIK	ETFS Commodity Securities Limited
SNN	Sanne Group Plc
SNR	Senior Plc
SNRG	ETFS Commodity Securities Limited
SNT	Sabien Technology Group Plc
SNTY	Synety Group Plc
SNX	Synectics Plc
SNZP	ETFS Foreign Exchange Limited
SO4	Salt Lake Potash Limited
SOG	Statpro Group Plc
SOI	Schroder Oriental Income Fund Limited
SOIL	ETFS Commodity Securities Limited
SOLG	Solgold Plc
SOLI	Solid State Plc
SOLO	Solo Oil Plc
SOM	Somero Enterprise Inc.
SOPH	Sophos Group Plc
SOU	Sound Oil Plc
SOYB	ETFS Commodity Securities Limited
SOYO	ETFS Commodity Securities Limited
SPA	1Spatial Plc
SPAG	Ishares V Public Limited Company
SPAL	Source Physical Markets Plc
SPAP	Source Physical Markets
SPD	Sports Direct International Plc
SPDI	Spdi Secure Property Dev
SPDM	Ishares Physical Metals Plc
SPE	Sopheon Plc
SPET	ETFS Commodity Securities Limited
SPGH	Superglass Holdings Plc
SPGP	Ishares V Public Limited Company
SPH	Sinclair Is Pharma Plc
SPHR	Sphere Medical Holding Plc
SPI	Spire Healthcare Group P
SPI4	Sg Issuer
SPL	Skil Ports & Logistics Limited
SPLA	ETFS Commodity Securities Limited
SPLT	Ishares Physical Metals Plc
SPMT	ETFS Commodity Securities Limited
SPMV	Ishares Vi Plc (The Comp
SPO	Sportech Plc
SPOG	Ishares V Public Limited Company
SPOL	Ishares V Public Limited Company
SPPC	ST Peter Port Capital Limited
SPPP	Source Physical Markets
SPPT	Source Physical Markets Plc
SPRP	Sprue Aegis Plc
SPSY	Spectra Systems Corporation
SPT	Spirent Communications Plc
SPVG	Powershares Glbal Funds
SPX	Spirax-Sarco Engineering Plc
SPX5	SSGA SPDR ETFS Europe I
SPX6	Sga Societe Generale Acc
SPXJ	Ishares III Plc
SPXP	Source Markets Public Li
SPXS	Source Markets Public Limited Company
SPY4	SSGA SPDR ETFS Europe I
SPY5	SSGA SPDR ETFS Europe I
SQN	Sqn Asset Finance Income
SQNC	Sqn Asset Finance Income Fund Limited
SQS	Sqs Software Quality Systems Ag
SQZ	Serica Energy Plc
SRB	Serabi Gold Plc
SRE	Sirius Real Estate Ld
SREI	Schroder Real Estate Investment Trust Li
SRES	Sunrise Resources Plc
SRO	Spitfire Oil Limited
SRP	Serco Group Plc
SRSA	Ishares III Plc
SRSP	Sirius Petroleum Plc
SRT	Software Radio Technology Plc
SRX	Sierra Rutile Limited
SS03	FTSE Global Small Cap Ex
SS07	FTSE Europe Small Cap In
SS08	FTSE Europe Small Cap Ex
SS09	FTSE Asia Pacific Small
SSA	Sistema Jsfc
SSAC	Ishares V Public Limited Company
SSE	Sse Plc
SSHY	Pimco Fixed Income Sourc
SSIL	ETFS Commodity Securities Limited
SSLN	Ishares Physical Metals Plc
SSLV	Source Physical Markets Plc
SSOB	ETFS Commodity Securities Limited
SSPG	Ssp Group Plc
SST	Scottish Oriental Smaller Companies Trus
SSTY	Safestay Plc
SSUG	ETFS Commodity Securities Limited
SSXF	Ishares III Plc
SSY	Scisys Plc
SSYO	ETFS Commodity Securities Limited
STAB	Standard Chartered Plc
STAC	Standard Chartered Plc
STAF	Staffline Group Plc
STAG	Multi Units Luxembourg
STAN	Standard Chartered Plc
STAR	Starcom Plc
STAW	Multi Units Luxembourg
STB	Secure Trust Bank Plc
STCK	Stock Spirits Group Plc
STCM	Steppe Cement Ltd
STEL	Stellar Diamonds Plc
STG	Stellar Resources Plc
STGR	Stratmin Global Resources Plc
STHE	Pimco Fixed Income Sourc
STHR	Sthree Plc
STHS	Pimco Fixed Income Source ETFS Plc
STHY	Pimco Fixed Income Source ETFS Plc
STI	Stratex International Plc
STIM	ETFS Commodity Securities Limited
STJ	St. James's Place Plc
STL	Stilo International Plc
STM	Stm Group PC
STOB	Stobart Group Ld
STR	Stride Gaming Plc
STS	Securities Trust of Scotland Plc
STVG	Stv Group Plc
STX	Shield Therapeutics Plc
STXW	Shield Therapeutics Plc
STY	Styles & Wood Group Plc
STYC	Pimco Fixed Income Sourc
SUAG	Ishares II Plc
SUBX	Subex Limited
SUD5	ETFS Foreign Exchange Limited
SUGA	ETFS Commodity Securities Limited
SUGG	UBS Ag
SUH	Sutton Harbour Holdings Plc
SUK1	Boost Issuer Public Limi
SUK2	Go Ucits ETF Solutions P
SUKC	SSGA SPDR ETFS Europe II
SULA	Sula Iron & Gold Plc
SUMM	Summit Corporation Plc
SUN	Surgical Innovations Group Plc
SUP3	ETFS Foreign Exchange Li
SUP5	ETFS Foreign Exchange Limited
SUS	S & U Plc
SUSB	ETFS Foreign Exchange Li
SUSC	SSGA SPDR ETFS Europe I
SUSD	SSGA SPDR ETFS Europe I
SUSE	Ishares II Plc
SUSS	Ishares II Plc
SVCA	Servoca Plc
SVE	Starvest Plc
SVI	Svg Capital Plc
SVM	Svm UK Emerging Fund Plc
SVR	Servicepower Technologies Plc
SVS	Savills Plc
SVST	Oao Severstal
SVT	Severn Trent Plc
SVTL	Severn Trent Plc
SWALLE	FTSE Shariah Emerging Index
SWAP	Moneyswap Plc
SWCHN	FTSE Shariah China Index
SWDA	Ishares III Plc
SWDEURS	FTSE Shariah Developed Europe Index
SWDPAC	FTSE Shariah Developed Asia Pacific
SWDPACXJ	FTSE Shariah Developed Asia Pacific Ex J
SWDXUS	FTSE Shariah Developed Ex US Index
SWEA	ETFS Commodity Securities Limited
SWEF	Starwood European Real E
SWIND	FTSE Shariah India Index
SWL	Swallowfield Plc
SWORLDS	FTSE Shariah All-World Index
SWP	Swp Group Plc
SWPACXJA	FTSE Shariah Asia Pacific Ex Japan Index
SWPXJAN	FTSE Shariah Asia-Pacific
SWUSA	FTSE Shariah USA Index
SX5S	Source Markets Public Li
SXFN	Ishares II Plc
SXLB	SSGA SPDR ETFS Europe II
SXLE	SSGA SPDR ETFS Europe II
SXLF	SSGA SPDR ETFS Europe II
SXLI	SSGA SPDR ETFS Europe II
SXLK	SSGA SPDR ETFS Europe II
SXLP	SSGA SPDR ETFS Europe II
SXLU	SSGA SPDR ETFS Europe II
SXLV	SSGA SPDR ETFS Europe II
SXLY	SSGA SPDR ETFS Europe II
SXS	Spectris Plc
SXX	Sirius Minerals Plc
SYM	Symphony Environmental Technologies Plc
SYNT	Synthomer Plc
SYP3	ETFS Foreign Exchange Li
SYQ	Syqic Plc
SZ51	Sga Societe Generale Acc
SZ58	Sga Societe Generale Acc
SZ64	Sga Societe Generale Acc
SZIC	ETFS Commodity Securities Limited
T16	United Kingdom
T17	United Kingdom
T18	United Kingdom
T19	United Kingdom
T1X	FTSE Techmark Focus
T20	United Kingdom
T22	United Kingdom
T23	United Kingdom
T24	United Kingdom
T24I	United Kingdom
T25	United Kingdom
T27	United Kingdom
